Sample_ID,Timestamp,Ground_Truth_Class,Predicted_Threat_Class,Confidence_Score (%),Physical_Actual_Signal (tcp.len),Digital_Twin_Forecast (tcp.len),Mean_Continuous_Residual,Operational_Filter_Decision,Filter_Reason,Primary_SHAP_Risk_Driver,Operational_Outcome,Industrial_Protection_Benefit
1237,2026-08-23 11:52:15,DDoS_HTTP,DDoS_HTTP,99.62,24.0,2.49,4215.482,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1238,2026-08-23 11:52:15,Vulnerability_scanner,Vulnerability_scanner,99.96,323.0,2.73,7342.0881,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1239,2026-08-23 11:52:16,Fingerprinting,Fingerprinting,99.36,0.0,0.0,7935.6864,PASS,High-fidelity alert: Confidence (99.4%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1240,2026-08-23 11:52:16,SQL_injection,SQL_injection,99.72,0.0,0.0,2649.4493,PASS,High-fidelity alert: Confidence (99.7%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1241,2026-08-23 11:52:17,Vulnerability_scanner,Vulnerability_scanner,99.94,495.0,6.46,656.7927,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1242,2026-08-23 11:52:17,DDoS_HTTP,DDoS_HTTP,97.84,278.0,3.74,1115.0082,PASS,High-fidelity alert: Confidence (97.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1243,2026-08-23 11:52:18,Fingerprinting,Fingerprinting,99.26,0.0,0.0,6218.2023,PASS,High-fidelity alert: Confidence (99.3%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1244,2026-08-23 11:52:18,Vulnerability_scanner,Vulnerability_scanner,99.96,259.0,4.04,6308.2409,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1245,2026-08-23 11:52:19,SQL_injection,SQL_injection,99.79,0.0,0.0,3342.7712,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1246,2026-08-23 11:52:19,Backdoor,Backdoor,99.96,208.0,10.88,94259.9363,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1247,2026-08-23 11:52:20,DDoS_HTTP,DDoS_HTTP,98.69,0.0,0.0,4070.3411,PASS,High-fidelity alert: Confidence (98.7%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1248,2026-08-23 11:52:20,DDoS_UDP,DDoS_UDP,99.97,0.0,0.0,69537.9974,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1249,2026-08-23 11:52:21,XSS,Ransomware,28.19,0.0,0.0,7281.7792,SUPPRESS,Alert suppressed: Low model confidence (28.2% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1250,2026-08-23 11:52:21,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,402168.8303,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1251,2026-08-23 11:52:22,XSS,XSS,97.34,102.0,0.0,4749.6898,PASS,High-fidelity alert: Confidence (97.3%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1252,2026-08-23 11:52:22,SQL_injection,SQL_injection,70.11,0.0,0.0,5678.0573,PASS,High-fidelity alert: Confidence (70.1%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1253,2026-08-23 11:52:23,Backdoor,Backdoor,99.95,304.0,0.0,144937.3634,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1254,2026-08-23 11:52:23,Ransomware,Ransomware,99.85,464.0,0.0,19761.8904,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1255,2026-08-23 11:52:24,Vulnerability_scanner,Vulnerability_scanner,99.97,495.0,2.47,2956.3801,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1256,2026-08-23 11:52:24,Ransomware,Ransomware,99.96,0.0,0.0,14891.6053,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1257,2026-08-23 11:52:25,DDoS_UDP,DDoS_UDP,99.98,0.0,0.0,301634.1021,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1258,2026-08-23 11:52:25,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,10303.5691,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1259,2026-08-23 11:52:26,Password,Password,99.86,0.0,0.0,890674.6942,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1260,2026-08-23 11:52:26,Vulnerability_scanner,Vulnerability_scanner,99.96,259.0,0.0,4729.3648,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1261,2026-08-23 11:52:27,Password,Password,99.55,0.0,0.0,3937.5533,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1262,2026-08-23 11:52:27,XSS,XSS,99.89,0.0,0.0,2965.1776,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1263,2026-08-23 11:52:28,MITM,MITM,37.18,0.0,0.0,1966.802,SUPPRESS,Alert suppressed: Low model confidence (37.2% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1264,2026-08-23 11:52:28,DDoS_TCP,DDoS_TCP,99.92,120.0,1.37,95133344.9283,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1265,2026-08-23 11:52:29,Uploading,Uploading,62.85,0.0,0.0,798.5893,SUPPRESS,Alert suppressed: Low model confidence (62.9% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1266,2026-08-23 11:52:29,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,4873.4592,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1267,2026-08-23 11:52:30,DDoS_HTTP,DDoS_HTTP,50.43,0.0,0.0,1786.5575,SUPPRESS,Alert suppressed: Low model confidence (50.4% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1268,2026-08-23 11:52:30,DDoS_UDP,DDoS_UDP,99.96,0.0,0.0,5319.6571,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1269,2026-08-23 11:52:31,MITM,Ransomware,34.86,0.0,0.0,7282.7391,SUPPRESS,Alert suppressed: Low model confidence (34.9% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1270,2026-08-23 11:52:31,XSS,XSS,99.91,0.0,0.0,184245.4574,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1271,2026-08-23 11:52:32,XSS,XSS,99.64,440.0,0.0,5863.9036,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1272,2026-08-23 11:52:32,Fingerprinting,Fingerprinting,98.44,0.0,0.0,12917.8239,PASS,High-fidelity alert: Confidence (98.4%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1273,2026-08-23 11:52:33,Port_Scanning,Port_Scanning,99.86,0.0,0.0,2608.5739,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1274,2026-08-23 11:52:33,DDoS_UDP,DDoS_UDP,99.98,0.0,0.0,91826.0391,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1275,2026-08-23 11:52:34,Vulnerability_scanner,Vulnerability_scanner,99.89,143.0,0.32,6881.9861,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1276,2026-08-23 11:52:34,SQL_injection,SQL_injection,98.68,705.0,0.0,6631577.3364,PASS,High-fidelity alert: Confidence (98.7%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1277,2026-08-23 11:52:35,DDoS_HTTP,DDoS_HTTP,99.77,0.0,0.0,1410.59,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1278,2026-08-23 11:52:35,DDoS_UDP,DDoS_UDP,99.97,0.0,0.0,133903.4585,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1279,2026-08-23 11:52:36,Port_Scanning,Port_Scanning,99.93,0.0,0.0,129105177.9946,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1280,2026-08-23 11:52:36,XSS,XSS,99.85,0.0,0.0,944117.6811,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1281,2026-08-23 11:52:37,MITM,Ransomware,31.04,0.0,0.0,7281.7244,SUPPRESS,Alert suppressed: Low model confidence (31.0% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1282,2026-08-23 11:52:37,DDoS_UDP,DDoS_UDP,99.96,0.0,0.0,95845.4036,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1283,2026-08-23 11:52:38,DDoS_HTTP,DDoS_HTTP,98.28,278.0,0.0,5345172.2608,PASS,High-fidelity alert: Confidence (98.3%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1284,2026-08-23 11:52:38,SQL_injection,SQL_injection,73.33,0.0,0.0,2340577.4927,PASS,High-fidelity alert: Confidence (73.3%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1285,2026-08-23 11:52:39,Uploading,Uploading,99.55,149.0,0.0,2563.5952,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1286,2026-08-23 11:52:39,MITM,MITM,99.82,57560.0,0.0,13706.1575,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['arp.opcode'] match known domain mechanics.,arp.opcode,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1287,2026-08-23 11:52:40,DDoS_HTTP,DDoS_HTTP,99.56,23.0,0.0,349.2884,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1288,2026-08-23 11:52:40,Normal,Normal,99.97,2.0,0.0,40.6717,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
1289,2026-08-23 11:52:41,Port_Scanning,Port_Scanning,99.95,0.0,0.0,114348121.7616,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1290,2026-08-23 11:52:41,DDoS_HTTP,DDoS_HTTP,74.25,0.0,0.0,1440.1424,PASS,High-fidelity alert: Confidence (74.2%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1291,2026-08-23 11:52:42,Password,Password,94.81,0.0,0.0,4490.7711,PASS,High-fidelity alert: Confidence (94.8%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1292,2026-08-23 11:52:42,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,7914.6244,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1293,2026-08-23 11:52:43,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,5933.5745,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1294,2026-08-23 11:52:43,Vulnerability_scanner,Vulnerability_scanner,99.96,230.0,24.45,9305.7406,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1295,2026-08-23 11:52:44,DDoS_UDP,DDoS_UDP,99.96,0.0,0.0,64179.083,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1296,2026-08-23 11:52:44,DDoS_HTTP,DDoS_HTTP,99.42,32.0,2.08,744.7888,PASS,High-fidelity alert: Confidence (99.4%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1297,2026-08-23 11:52:45,Uploading,Uploading,99.46,149.0,0.0,1728510.1663,PASS,High-fidelity alert: Confidence (99.5%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1298,2026-08-23 11:52:45,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,18096.3734,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1299,2026-08-23 11:52:46,Password,Password,99.44,0.0,0.0,2021.6304,PASS,High-fidelity alert: Confidence (99.4%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1300,2026-08-23 11:52:46,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,77446.4386,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1301,2026-08-23 11:52:47,XSS,MITM,32.85,0.0,0.0,2398.9629,SUPPRESS,Alert suppressed: Low model confidence (32.8% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1302,2026-08-23 11:52:47,XSS,XSS,99.9,0.0,0.0,645.838,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1303,2026-08-23 11:52:48,SQL_injection,SQL_injection,99.83,0.0,0.0,5356.2163,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1304,2026-08-23 11:52:48,DDoS_TCP,DDoS_TCP,99.93,0.0,0.0,708.2704,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1305,2026-08-23 11:52:49,Vulnerability_scanner,Vulnerability_scanner,99.97,335.0,0.0,5699.866,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1306,2026-08-23 11:52:49,Password,Password,56.9,0.0,0.0,2468.5101,SUPPRESS,Alert suppressed: Low model confidence (56.9% < 65.0%).,tcp.dstport,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1307,2026-08-23 11:52:50,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,6960.3844,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1308,2026-08-23 11:52:50,MITM,MITM,29.82,0.0,0.0,2586.2033,SUPPRESS,Alert suppressed: Low model confidence (29.8% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1309,2026-08-23 11:52:51,Backdoor,Backdoor,99.95,208.0,9.93,20119.3695,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1310,2026-08-23 11:52:51,DDoS_HTTP,DDoS_HTTP,56.97,0.0,0.0,4939.8723,SUPPRESS,Alert suppressed: Low model confidence (57.0% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1311,2026-08-23 11:52:52,MITM,Port_Scanning,28.2,0.0,0.0,1610.3606,SUPPRESS,Alert suppressed: Low model confidence (28.2% < 65.0%).,tcp.dstport,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1312,2026-08-23 11:52:52,XSS,XSS,96.66,0.0,0.0,2141.8494,PASS,High-fidelity alert: Confidence (96.7%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1313,2026-08-23 11:52:53,Port_Scanning,Port_Scanning,99.87,0.0,0.0,4837.7111,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1314,2026-08-23 11:52:53,Vulnerability_scanner,Vulnerability_scanner,99.96,249.0,3.62,7598.4217,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1315,2026-08-23 11:52:54,Uploading,Uploading,95.71,0.0,0.0,2209.2728,PASS,High-fidelity alert: Confidence (95.7%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1316,2026-08-23 11:52:54,Vulnerability_scanner,Vulnerability_scanner,99.97,239.0,0.44,3372.8417,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1317,2026-08-23 11:52:55,DDoS_UDP,DDoS_UDP,99.95,0.0,0.0,136850.1134,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1318,2026-08-23 11:52:55,SQL_injection,SQL_injection,99.78,0.0,0.0,7196.7435,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1319,2026-08-23 11:52:56,Uploading,Uploading,98.21,107.0,0.0,5732621.1703,PASS,High-fidelity alert: Confidence (98.2%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1320,2026-08-23 11:52:56,MITM,MITM,99.81,5353.0,0.0,7877.8494,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['arp.opcode'] match known domain mechanics.,arp.opcode,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1321,2026-08-23 11:52:57,Vulnerability_scanner,Vulnerability_scanner,99.96,495.0,4.53,9628.918,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1322,2026-08-23 11:52:57,Uploading,Uploading,99.77,0.0,0.0,7759.7204,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1323,2026-08-23 11:52:58,Vulnerability_scanner,Vulnerability_scanner,99.96,282.0,1.81,5420.3119,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1324,2026-08-23 11:52:58,DDoS_TCP,DDoS_TCP,99.95,120.0,0.0,7737223.8077,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1325,2026-08-23 11:52:59,MITM,Ransomware,33.35,0.0,0.0,5178.2239,SUPPRESS,Alert suppressed: Low model confidence (33.4% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1326,2026-08-23 11:52:59,Normal,Normal,99.95,0.0,0.0,1717.1175,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
1327,2026-08-23 11:53:00,Uploading,Uploading,99.38,0.0,0.0,530.0578,PASS,High-fidelity alert: Confidence (99.4%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1328,2026-08-23 11:53:00,Port_Scanning,Port_Scanning,99.84,0.0,0.0,4779.469,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1329,2026-08-23 11:53:01,MITM,Ransomware,39.53,0.0,0.0,3352.5078,SUPPRESS,Alert suppressed: Low model confidence (39.5% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1330,2026-08-23 11:53:01,MITM,MITM,99.86,5353.0,2.89,3037.8301,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['arp.opcode'] match known domain mechanics.,arp.opcode,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1331,2026-08-23 11:53:02,Vulnerability_scanner,Vulnerability_scanner,99.78,0.0,0.0,11363.3059,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1332,2026-08-23 11:53:02,Uploading,Uploading,99.62,0.0,0.0,1230.8641,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1333,2026-08-23 11:53:03,XSS,XSS,44.83,0.0,0.0,3756.3774,SUPPRESS,Alert suppressed: Low model confidence (44.8% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
